Application_mode,Course,Fathers_qualification,Mothers_qualification,Fathers_occupation,Mothers_occupation,Scholarship_holder,Tuition_fees_up_to_date,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
1st phase - general contingent,Journalism and Communication,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,No,Yes,6,14.0,5,15.0,Graduate
Over 23 years old,Management (evening attendance),Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,No,Yes,4,12.5,4,11.0,Dropout
1st phase - general contingent,Informatics Engineering,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,No,Yes,3,10.666666666666666,2,14.0,Dropout
1st phase - general contingent,Journalism and Communication,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,No,Yes,4,12.25,3,12.666666666666666,Graduate
1st phase - general contingent,Animation and Multimedia Design,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,No,Yes,0,0.0,0,0.0,Graduate
1st phase - general contingent,Management,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education,Armed Forces Professions,Intermediate Level Technicians and Professions,No,Yes,5,11.8,4,12.4,Graduate
1st phase - general contingent,Informatics Engineering,Secondary Education - 12th Year of Schooling or Eq.,Higher Education,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,No,Yes,2,14.0,3,11.0,Dropout
1st phase - general contingent,Management,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,No,Yes,4,10.75,4,12.25,Graduate
Technological specialization diploma holders,Management (evening attendance),Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,Yes,4,12.25,7,12.0,Graduate
Technological specialization diploma holders,Veterinary Nursing,Higher Education,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Unskilled Workers,No,No,4,12.5,2,11.5,Dropout
Over 23 years old,Nursing,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Administrative staff,Yes,Yes,1,10.0,1,10.0,Dropout
Technological specialization diploma holders,Equinculture,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Administrative staff,Yes,Yes,4,12.0,4,10.75,Graduate
Over 23 years old,Social Service (evening attendance),Higher Education,Basic education 1st cycle (4th/5th year) or equiv.,Armed Forces Professions,Unskilled Workers,No,Yes,9,12.333333333333334,9,11.0,Graduate
1st phase - general contingent,Nursing,Higher Education,Secondary Education - 12th Year of Schooling or Eq.,Armed Forces Professions,Unskilled Workers,No,Yes,6,12.035714285714286,7,13.75,Graduate
2nd phase - general contingent,Tourism,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,No,Yes,5,12.2,2,12.0,Dropout
Technological specialization diploma holders,Agronomy,Higher Education - Bachelor's Degree,Higher Education,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Specialists in Intellectual and Scientific Activities,No,Yes,7,11.285714285714286,4,12.25,Graduate
2nd phase - general contingent,Communication Design,Technological specialization course,Technological specialization course,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,No,Yes,5,11.8,4,12.0,Dropout
Technological specialization diploma holders,Informatics Engineering,Higher Education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",No,Yes,0,0.0,2,10.5,Dropout
1st phase - general contingent,Informatics Engineering,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Yes,No,5,14.2,5,14.2,Dropout
2nd phase - general contingent,Animation and Multimedia Design,Higher Education - Master's,Higher Education - Master's,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,No,Yes,10,12.7,10,12.272727272727272,Graduate
Technological specialization diploma holders,Tourism,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,No,No,8,15.125,6,13.666666666666666,Dropout
Change of institution/course,Management,Higher Education,Higher Education,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,Yes,3,12.0,3,10.333333333333334,Dropout
1st phase - special contingent (Madeira Island),Basic Education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,Yes,Yes,4,14.25,5,12.0,Graduate
Over 23 years old,Management,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Unskilled Workers,No,Yes,2,10.5,4,10.0,Dropout
Transfer,Agronomy,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,No,Yes,5,11.666666666666666,4,12.0,Dropout
2nd phase - general contingent,Tourism,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,No,Yes,5,10.8,3,10.0,Dropout
1st phase - general contingent,Advertising and Marketing Management,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Armed Forces Professions,Unskilled Workers,No,Yes,5,12.8,5,12.25,Graduate
2nd phase - general contingent,Management,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education,"Skilled construction workers and the like, except electricians",teachers,No,Yes,4,11.0,2,12.0,Dropout
Change of course,Management,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",No,Yes,3,11.0,4,11.5,Dropout
Change of course,Nursing,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Vehicle drivers and mobile equipment operators,"Skilled workers in printing, precision instrument manufacturing, jewelers, artisans and the like",No,Yes,4,13.125,6,12.333333333333334,Dropout
1st phase - general contingent,Informatics Engineering,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,Yes,Yes,5,11.8,3,11.5,Graduate
1st phase - general contingent,Informatics Engineering,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff,Yes,No,5,12.2,4,12.0,Dropout
Over 23 years old,Agronomy,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",No,Yes,6,14.88888888888889,6,13.727272727272728,Graduate
Change of course,Veterinary Nursing,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,No,No,5,13.0,3,11.666666666666666,Dropout
1st phase - general contingent,Nursing,Secondary Education - 12th Year of Schooling or Eq.,Higher Education,Intermediate Level Technicians and Professions,Administrative staff,Yes,Yes,4,12.65,5,11.1,Graduate
2nd phase - general contingent,Management,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,No,Yes,1,11.0,0,0.0,Dropout
2nd phase - general contingent,Veterinary Nursing,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,No,Yes,3,11.333333333333334,2,10.5,Dropout
1st phase - general contingent,Management,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",Yes,Yes,4,11.571428571428571,5,12.0,Graduate
Over 23 years old,Nursing,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,Yes,5,12.16,5,12.16,Graduate
1st phase - general contingent,Management,Secondary Education - 12th Year of Schooling or Eq.,Higher Education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,No,Yes,5,13.2,5,11.4,Graduate
Change of course,Tourism,Higher Education,Higher Education,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,Yes,3,12.5,4,11.0,Dropout
Transfer,Management (evening attendance),Higher Education - Bachelor's Degree,Higher Education,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,No,Yes,2,12.5,2,12.5,Dropout
Over 23 years old,Informatics Engineering,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,No,Yes,0,0.0,1,11.0,Dropout
Technological specialization diploma holders,Informatics Engineering,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,No,Yes,5,14.333333333333334,6,14.636363636363637,Graduate
Over 23 years old,Nursing,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled workers in metallurgy, metalworking and similar",cleaning workers,No,Yes,4,11.75,3,11.725,Dropout
1st phase - general contingent,Animation and Multimedia Design,Higher Education,Higher Education - Bachelor's Degree,Installation and Machine Operators and Assembly Workers,Administrative staff,No,Yes,0,0.0,0,0.0,Graduate
1st phase - general contingent,Communication Design,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",No,Yes,2,10.5,3,11.0,Dropout
1st phase - general contingent,Veterinary Nursing,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,No,Yes,4,12.0,2,11.5,Dropout
2nd phase - general contingent,Basic Education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Bachelor's Degree,Unskilled Workers,Intermediate Level Technicians and Professions,No,Yes,5,12.333333333333334,5,11.0,Graduate
Change of course,Advertising and Marketing Management,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",No,Yes,5,12.2,5,14.6,Graduate
Technological specialization diploma holders,Veterinary Nursing,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,No,Yes,5,14.2,2,13.5,Graduate
1st phase - general contingent,Basic Education,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Unskilled Workers,No,Yes,5,12.8,3,10.0,Dropout
1st phase - general contingent,Communication Design,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,Yes,No,5,11.8,5,13.0,Dropout
1st phase - general contingent,Nursing,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,No,Yes,5,12.46,5,12.46,Graduate
1st phase - general contingent,Social Service,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,No,Yes,5,11.833333333333334,2,11.5,Dropout
Short cycle diploma holders,Veterinary Nursing,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,No,No,8,13.125,6,13.0,Dropout
3rd phase - general contingent,Nursing,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,Yes,Yes,0,0.0,0,0.0,Dropout
1st phase - general contingent,Veterinary Nursing,Higher Education - Bachelor's Degree,Higher Education,Intermediate Level Technicians and Professions,Administrative staff,No,Yes,3,12.333333333333334,5,11.6,Graduate
2nd phase - general contingent,Basic Education,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,No,Yes,4,13.25,3,10.666666666666666,Dropout
Change of institution/course,Social Service,Higher Education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",No,Yes,8,12.625,3,11.0,Dropout
